承储企业,年份,级别,省份,品种名称,作物种类,储备量（万公斤）
湖南桃花源农业科技股份有限公司,2018,国家级,湖南,中优117,杂交水稻,8
湖南桃花源农业科技股份有限公司,2018,国家级,湖南,岳优518,杂交水稻,6
湖南桃花源农业科技股份有限公司,2018,国家级,湖南,岳优3700,杂交水稻,6
湖南希望种业科技股份有限公司,2018,国家级,湖南,Y两优1998,杂交水稻,22
湖南希望种业科技股份有限公司,2018,国家级,湖南,望两优华占,杂交水稻,18
袁隆平农业高科技股份有限公司,2018,国家级,湖南,中嘉早17,常规水稻,45
袁隆平农业高科技股份有限公司,2018,国家级,湖南,华润2号,常规水稻,18
袁隆平农业高科技股份有限公司,2018,国家级,湖南,Y两优1号,杂交水稻,23
袁隆平农业高科技股份有限公司,2018,国家级,湖南,C两优608,杂交水稻,18
袁隆平农业高科技股份有限公司,2018,国家级,湖南,C两优1102,杂交水稻,21
袁隆平农业高科技股份有限公司,2018,国家级,湖南,深优5105,杂交水稻,18
袁隆平农业高科技股份有限公司,2018,国家级,湖南,广两优矮93,杂交水稻,18
袁隆平农业高科技股份有限公司,2018,国家级,湖南,深两优5183,杂交水稻,22
袁隆平农业高科技股份有限公司,2018,国家级,湖南,Y58S,水稻亲本,6
袁隆平农业高科技股份有限公司,2018,国家级,湖南,准S,水稻亲本,6
吉林吉农高新技术发展股份有限公司,2018,国家级,吉林,吉粳88,常规水稻,15
吉林吉农高新技术发展股份有限公司,2018,国家级,吉林,吉育83,大豆,3
吉林吉农高新技术发展股份有限公司,2018,国家级,吉林,吉育69,大豆,3
吉林吉农高新技术发展股份有限公司,2018,国家级,吉林,吉杂124,杂粮杂豆,2
吉林吉农高新技术发展股份有限公司,2018,国家级,吉林,吉杂127,杂粮杂豆,2
吉林吉农高新技术发展股份有限公司,2018,国家级,吉林,吉单27,杂交玉米,40
吉林省吉东种业有限责任公司,2018,国家级,吉林,吉东56,杂交玉米,40
吉林省平安种业有限公司,2018,国家级,吉林,平安169,杂交玉米,40
江苏红旗种业股份有限公司,2018,国家级,江苏,南粳5055,常规水稻,10
江苏红旗种业股份有限公司,2018,国家级,江苏,中莲优950,杂交水稻,10
江苏明天种业科技股份有限公司,2018,国家级,江苏,深两优862,杂交水稻,9
江苏明天种业科技股份有限公司,2018,国家级,江苏,苏玉20,杂交玉米,9
江苏明天种业科技股份有限公司,2018,国家级,江苏,Ⅱ-32A,杂交水稻亲本,1
江苏明天种业科技股份有限公司,2018,国家级,江苏,粤泰A,杂交水稻亲本,1
江苏省大华种业集团有限公司,2018,国家级,江苏,武运粳30号,常规水稻,10
江苏省大华种业集团有限公司,2018,国家级,江苏,苏玉34,杂交玉米,10
江苏中江种业股份有限公司,2018,国家级,江苏,武运粳23号,常规水稻,6
江苏中江种业股份有限公司,2018,国家级,江苏,宁粳8号,常规水稻,7
江苏中江种业股份有限公司,2018,国家级,江苏,武运粳27号,常规水稻,7
江苏中江种业股份有限公司,2018,国家级,江苏,新两优6380,杂交水稻,17
江苏中江种业股份有限公司,2018,国家级,江苏,深两优9310,杂交水稻,17
江苏中江种业股份有限公司,2018,国家级,江苏,江玉403,杂交玉米,16
江苏中江种业股份有限公司,2018,国家级,江苏,中江玉703,杂交玉米,15
江西科源种业有限公司,2018,国家级,江西,江早361,常规水稻,10
江西科源种业有限公司,2018,国家级,江西,吉优353,杂交水稻,10
江西天涯种业有限公司,2018,国家级,江西,湘早籼45号,常规水稻,25
江西天涯种业有限公司,2018,国家级,江西,五优61,杂交水稻,8
江西天涯种业有限公司,2018,国家级,江西,创两优4418,杂交水稻,9
江西天涯种业有限公司,2018,国家级,江西,吉优雅占,杂交水稻,8
江西先农种业有限公司,2018,国家级,江西,湘早籼42号,常规水稻,35
江西先农种业有限公司,2018,国家级,江西,天优华占,杂交水稻,20
江西先农种业有限公司,2018,国家级,江西,荣优华占,杂交水稻,10
江西先农种业有限公司,2018,国家级,江西,欣荣优华占,杂交水稻,5
江西现代种业股份有限公司,2018,国家级,江西,早籼618,常规水稻,15
江西现代种业股份有限公司,2018,国家级,江西,早籼616,常规水稻,15
江西现代种业股份有限公司,2018,国家级,江西,五丰优T025,杂交水稻,5
江西现代种业股份有限公司,2018,国家级,江西,泰优871,杂交水稻,5
江西现代种业股份有限公司,2018,国家级,江西,泰优398,杂交水稻,7
江西现代种业股份有限公司,2018,国家级,江西,泰优98,杂交水稻,8
江西现代种业股份有限公司,2018,国家级,江西,泰丰优208,杂交水稻,5
江西兴安种业有限公司,2018,国家级,江西,甬籼975,常规水稻,20
江西兴安种业有限公司,2018,国家级,江西,中优早13,常规水稻,5
江西兴安种业有限公司,2018,国家级,江西,优I2058,杂交水稻,5
江西兴安种业有限公司,2018,国家级,江西,建优381,杂交水稻,10
江西兴安种业有限公司,2018,国家级,江西,建优1103,杂交水稻,5
江西兴安种业有限公司,2018,国家级,江西,佳优617,杂交水稻,5
大连盛世种业有限公司,2018,国家级,辽宁,辽禾338,杂交玉米,30
辽宁东亚种业有限公司,2018,国家级,辽宁,东单6531,杂交玉米,35
辽宁东亚种业有限公司,2018,国家级,辽宁,石玉9号,杂交玉米,25
辽宁东亚种业有限公司,2018,国家级,辽宁,富友99,杂交玉米,25
辽宁东亚种业有限公司,2018,国家级,辽宁,东豆1号,大豆,10
辽宁东亚种业有限公司,2018,国家级,辽宁,东粱70,杂粮杂豆,3
辽宁东亚种业有限公司,2018,国家级,辽宁,富友丰绿1号,杂粮杂豆,5
辽宁东亚种业有限公司,2018,国家级,辽宁,东谷1号,杂粮杂豆,2
巴林左旗鑫达种业有限公司,2018,国家级,内蒙古,鑫杂2,杂粮杂豆,5
巴林左旗鑫达种业有限公司,2018,国家级,内蒙古,鑫杂4,杂粮杂豆,5
巴林左旗鑫达种业有限公司,2018,国家级,内蒙古,金丰谷,杂粮杂豆,5
内蒙古丰垦种业有限责任公司,2018,国家级,内蒙古,丰早303,杂交玉米,13
内蒙古丰垦种业有限责任公司,2018,国家级,内蒙古,兴垦9号,杂交玉米,14
内蒙古丰垦种业有限责任公司,2018,国家级,内蒙古,丰垦008,杂交玉米,13
内蒙古坤元太和农业科技有限公司,2018,国家级,内蒙古,夏波蒂,马铃薯,10
内蒙古民丰种业有限公司,2018,国家级,内蒙古,克新一号,马铃薯,3
内蒙古民丰种业有限公司,2018,国家级,内蒙古,夏波蒂,马铃薯,3
内蒙古民丰种业有限公司,2018,国家级,内蒙古,费乌瑞它,马铃薯,4
翁牛特旗玉龙种子有限公司,2018,国家级,内蒙古,玉龙一号,杂交玉米,20
翁牛特旗玉龙种子有限公司,2018,国家级,内蒙古,玉龙11号,杂交玉米,20
翁牛特旗玉龙种子有限公司,2018,国家级,内蒙古,赤谷四号,杂粮杂豆,3
翁牛特旗玉龙种子有限公司,2018,国家级,内蒙古,大金苗,杂粮杂豆,2
扎鲁特旗众德种业有限责任公司,2018,国家级,内蒙古,高杂4,杂粮杂豆,5
扎鲁特旗众德种业有限责任公司,2018,国家级,内蒙古,吉杂121,杂粮杂豆,5
宁夏丰禾种苗有限公司,2018,国家级,宁夏,宁单16号,杂交玉米,40
宁夏丰禾种苗有限公司,2018,国家级,宁夏,青薯9号,马铃薯,15
盐池县嘉丰种业有限公司,2018,国家级,宁夏,信农1号,杂粮杂豆,5
盐池县嘉丰种业有限公司,2018,国家级,宁夏,黔黑荞,杂粮杂豆,5
盐池县嘉丰种业有限公司,2018,国家级,宁夏,盐池荞麦,杂粮杂豆,5
盐池县嘉丰种业有限公司,2018,国家级,宁夏,宁糜17号,杂粮杂豆,3
盐池县嘉丰种业有限公司,2018,国家级,宁夏,小黑糜子,杂粮杂豆,2
海南州百信绿色农业开发公司,2018,国家级,青海,青油21号,油菜,20
海南州百信绿色农业开发公司,2018,国家级,青海,浩油11号,油菜,20
海南州百信绿色农业开发公司,2018,国家级,青海,柴青1号,杂粮杂豆,5
青海互丰农业科技集团公司,2018,国家级,青海,青杂2号,油菜,13
青海互丰农业科技集团公司,2018,国家级,青海,青杂5号,油菜,13
青海互丰农业科技集团公司,2018,国家级,青海,青杂7号,油菜,14
乐陵希森马铃薯产业集团有限公司,2018,国家级,山东,希森三号/希森六号,马铃薯,30
乐陵希森马铃薯产业集团有限公司,2018,国家级,山东,希森三号/希森六号,马铃薯,120
山东登海种业股份有限公司,2018,国家级,山东,登海618,杂交玉米,75
山东登海种业股份有限公司,2018,国家级,山东,登海605,杂交玉米,75
山东连胜种业有限公司,2018,国家级,山东,莱农14,杂交玉米,7
山东连胜种业有限公司,2018,国家级,山东,连胜216,杂交玉米,7
山东连胜种业有限公司,2018,国家级,山东,连胜2018,杂交玉米,6
山东圣丰种业科技有限公司,2018,国家级,山东,圣豆5号,大豆,10
山东圣丰种业科技有限公司,2018,国家级,山东,徐豆18,大豆,10
山东圣丰种业科技有限公司,2018,国家级,山东,徐豆14,大豆,10
山东圣丰种业科技有限公司,2018,国家级,山东,黑河43,大豆,20
山东鑫丰种业股份有限公司,2018,国家级,山东,齐单6号,杂交玉米,20
山东鑫丰种业股份有限公司,2018,国家级,山东,齐单128,杂交玉米,25
山东中农天泰种业有限公司,2018,国家级,山东,天泰55号,杂交玉米,17
山东中农天泰种业有限公司,2018,国家级,山东,邦玉339,杂交玉米,18
山东中农天泰种业有限公司,2018,国家级,山东,中绿一号,杂粮杂豆,5
山西诚信种业有限公司,2018,国家级,山西,诚信16号,杂交玉米,12
山西诚信种业有限公司,2018,国家级,山西,诚信5号,杂交玉米,11
山西诚信种业有限公司,2018,国家级,山西,诚信1号,杂交玉米,11
山西诚信种业有限公司,2018,国家级,山西,MC220,杂交玉米,11
山西诚信种业有限公司,2018,国家级,山西,晋豆25号,大豆,5
山西潞玉种业股份有限公司,2018,国家级,山西,潞玉36,杂交玉米,28
山西潞玉种业股份有限公司,2018,国家级,山西,潞玉35,杂交玉米,22
山西潞玉种业股份有限公司,2018,国家级,山西,潞玉39,杂交玉米,20
山西潞玉种业股份有限公司,2018,国家级,山西,晋谷21号,杂粮杂豆,5
陕西大地种业有限公司,2018,国家级,陕西,榆单88,杂交玉米,3
陕西大地种业有限公司,2018,国家级,陕西,陕单609,杂交玉米,4
陕西大地种业有限公司,2018,国家级,陕西,榆单13,杂交玉米,3
陕西大地种业有限公司,2018,国家级,陕西,克新1号（紫花白）,马铃薯,10
陕西大地种业有限公司,2018,国家级,陕西,克新1号（紫花白）,马铃薯,4
陕西大地种业有限公司,2018,国家级,陕西,冀张薯8号,马铃薯,4
陕西大地种业有限公司,2018,国家级,陕西,费乌瑞它,马铃薯,4
陕西大地种业有限公司,2018,国家级,陕西,夏波蒂,马铃薯,3
陕西鸿塬种业有限公司,2018,国家级,陕西,秦优7号,杂交油菜,5
陕西鸿塬种业有限公司,2018,国家级,陕西,秦杂油19,杂交油菜,5
陕西鸿塬种业有限公司,2018,国家级,陕西,秦优33,杂交油菜,5
陕西荣华农业科技有限公司,2018,国家级,陕西,秦优10号,杂交油菜,8
陕西荣华农业科技有限公司,2018,国家级,陕西,沣油737,杂交油菜,7
陕西荣华农业科技有限公司,2018,国家级,陕西,荣华油2号,杂交油菜,8
陕西荣华农业科技有限公司,2018,国家级,陕西,荣华油7号,杂交油菜,7
上海弘辉种业有限公司,2018,国家级,上海,沪香粳106,常规水稻,5
上海弘辉种业有限公司,2018,国家级,上海,花优14,杂交水稻,5
四川国豪种业股份有限公司,2018,国家级,四川,宜香725,杂交水稻,15
四川华丰种业有限公司,2018,国家级,四川,川香优2号,杂交水稻,13
四川华丰种业有限公司,2018,国家级,四川,川优6203,杂交水稻,14
四川华丰种业有限公司,2018,国家级,四川,冈优99,杂交水稻,14
四川华丰种业有限公司,2018,国家级,四川,川香29A,水稻亲本,11
四川华丰种业有限公司,2018,国家级,四川,川106A,水稻亲本,9
四川华丰种业有限公司,2018,国家级,四川,蜀丰6608,杂交油菜,14
四川同路农业科技有限责任公司,2018,国家级,四川,金玉509,杂交玉米,9
四川同路农业科技有限责任公司,2018,国家级,四川,同玉11,杂交玉米,8
四川同路农业科技有限责任公司,2018,国家级,四川,同玉18,杂交玉米,7
四川同路农业科技有限责任公司,2018,国家级,四川,德新油49,杂交油菜,8
四川同路农业科技有限责任公司,2018,国家级,四川,德新油59,杂交油菜,8
四川同路农业科技有限责任公司,2018,国家级,四川,泸糯12号,杂粮杂豆,5
四川西科种业股份有限公,2018,国家级,四川,龙优450,杂交水稻,17
四川西科种业股份有限公,2018,国家级,四川,天龙两优140,杂交水稻,18
仲衍种业股份有限公司,2018,国家级,四川,天优8012,杂交水稻,20
仲衍种业股份有限公司,2018,国家级,四川,冈优900,杂交水稻,20
仲衍种业股份有限公司,2018,国家级,四川,川优6203,杂交水稻,19
仲衍种业股份有限公司,2018,国家级,四川,仲玉3号,杂交玉米,9
仲衍种业股份有限公司,2018,国家级,四川,仲玉998,杂交玉米,10
仲衍种业股份有限公司,2018,国家级,四川,冈46A,水稻亲本,5
仲衍种业股份有限公司,2018,国家级,四川,蓉18A,水稻亲本,4
仲衍种业股份有限公司,2018,国家级,四川,川106A,水稻亲本,4
仲衍种业股份有限公司,2018,国家级,四川,蓉油18,油菜,9
仲衍种业股份有限公司,2018,国家级,四川,丰优1号无须豌豆,杂粮杂豆,5
天津中天大地科技有限公司,2018,国家级,天津,天塔5号,杂交玉米,20
天津中天大地科技有限公司,2018,国家级,天津,津北288,杂交玉米,21
天津中天大地科技有限公司,2018,国家级,天津,天塔一号,杂交玉米,19
天津中天大地科技有限公司,2018,国家级,天津,津原89,常规水稻,6
天津中天大地科技有限公司,2018,国家级,天津,津原E28,常规水稻,6
天津中天大地科技有限公司,2018,国家级,天津,津原11,常规水稻,6
天津中天大地科技有限公司,2018,国家级,天津,津原47,常规水稻,7
新疆华西种业有限公司,2018,国家级,新疆,新玉59号,杂交玉米,50
新疆天玉种业有限责任公司,2018,国家级,新疆,新玉9号,杂交玉米,20
康地种业,2018,国家级,新疆兵团,新玉75,杂交玉米,10
康地种业,2018,国家级,新疆兵团,新玉61,杂交玉米,10
康地种业,2018,国家级,新疆兵团,新玉45,杂交玉米,10
康地种业,2018,国家级,新疆兵团,新引Kws9384,杂交玉米,10
康地种业,2018,国家级,新疆兵团,新引Kws3564,杂交玉米,10
宣威市种子公司,2018,国家级,云南,宣黄单4号,杂交玉米,50
云南楚源种业有限公司,2018,国家级,云南,楚粳28号,杂交水稻,30
浙江勿忘农种业股份有限公司,2018,国家级,浙江,中早39,常规水稻,30
浙江勿忘农种业股份有限公司,2018,国家级,浙江,中嘉早17,常规水稻,20
浙江勿忘农种业股份有限公司,2018,国家级,浙江,秀水519,常规水稻,15
浙江勿忘农种业股份有限公司,2018,国家级,浙江,中浙优8号,杂交水稻,37
浙江勿忘农种业股份有限公司,2018,国家级,浙江,中浙优1号,杂交水稻,32
浙江勿忘农种业股份有限公司,2018,国家级,浙江,中浙优10号,杂交水稻,36
中国种子集团有限公司,2018,国家级,中种集团,粤晶丝苗2号,常规水稻,2
中国种子集团有限公司,2018,国家级,中种集团,粤农丝苗,常规水稻,38
中国种子集团有限公司,2018,国家级,中种集团,WDR48,常规水稻,10
中国种子集团有限公司,2018,国家级,中种集团,五优308,杂交水稻,10
中国种子集团有限公司,2018,国家级,中种集团,五丰优615,杂交水稻,5
中国种子集团有限公司,2018,国家级,中种集团,泰丰优208,杂交水稻,5
中国种子集团有限公司,2018,国家级,中种集团,天优998,杂交水稻,3
中国种子集团有限公司,2018,国家级,中种集团,两优3313,杂交水稻,5
中国种子集团有限公司,2018,国家级,中种集团,广两优16,杂交水稻,5
中国种子集团有限公司,2018,国家级,中种集团,宜香107,杂交水稻,10
中国种子集团有限公司,2018,国家级,中种集团,宜香4245,杂交水稻,20
中国种子集团有限公司,2018,国家级,中种集团,II优629,杂交水稻,3
中国种子集团有限公司,2018,国家级,中种集团,深两优58香油占,杂交水稻,2
中国种子集团有限公司,2018,国家级,中种集团,博II优629,杂交水稻,3
中国种子集团有限公司,2018,国家级,中种集团,博II优767,杂交水稻,2
中国种子集团有限公司,2018,国家级,中种集团,红泰优996,杂交水稻,1
中国种子集团有限公司,2018,国家级,中种集团,特优128,杂交水稻,1
中国种子集团有限公司,2018,国家级,中种集团,Y两优7238,杂交水稻,2
中国种子集团有限公司,2018,国家级,中种集团,深优1618,杂交水稻,1
中国种子集团有限公司,2018,国家级,中种集团,泸优9803,杂交水稻,11
中国种子集团有限公司,2018,国家级,中种集团,泸香优104,杂交水稻,2
中国种子集团有限公司,2018,国家级,中种集团,德优4727,杂交水稻,20
中国种子集团有限公司,2018,国家级,中种集团,旌3优177,杂交水稻,2
中国种子集团有限公司,2018,国家级,中种集团,新引M753,杂交玉米,100
中国种子集团有限公司,2018,国家级,中种集团,迪卡667,杂交玉米,42
中国种子集团有限公司,2018,国家级,中种集团,恩单804,杂交玉米,7
中国种子集团有限公司,2018,国家级,中种集团,天池三号,杂交玉米,6
中国种子集团有限公司,2018,国家级,中种集团,恩单636,杂交玉米,6
中国种子集团有限公司,2018,国家级,中种集团,必胜116,杂交玉米,6
中国种子集团有限公司,2018,国家级,中种集团,必胜3号,杂交玉米,7
中国种子集团有限公司,2018,国家级,中种集团,成单青贮1号,杂交玉米,6
中国种子集团有限公司,2018,国家级,中种集团,N27,玉米亲本,5
中国种子集团有限公司,2018,国家级,中种集团,沪油039,油菜,2
重庆帮豪种业股份有限公司,2018,国家级,重庆,繁优709,杂交水稻,10
重庆帮豪种业股份有限公司,2018,国家级,重庆,繁优609,杂交水稻,10
重庆帮豪种业股份有限公司,2018,国家级,重庆,帮豪玉108,杂交玉米,11
重庆帮豪种业股份有限公司,2018,国家级,重庆,华凯2号,杂交玉米,9
重庆中一种业有限公司,2018,国家级,重庆,Q优1号,杂交水稻,10
重庆中一种业有限公司,2018,国家级,重庆,Q优6号,杂交水稻,10
重庆中一种业有限公司,2018,国家级,重庆,Q优8号,杂交水稻,10
重庆中一种业有限公司,2018,国家级,重庆,Q优28,杂交水稻,10
重庆中一种业有限公司,2018,国家级,重庆,新中玉801,杂交玉米,10
重庆中一种业有限公司,2018,国家级,重庆,Q玉7号,杂交玉米,10
