申请单位,作物名称,用途,申请日期
酒泉东方种子有限公司,瓜类,对外制种,2023/9/18
酒泉东方种子有限公司,瓜类,对外制种,2023/9/18
酒泉东方种子有限公司,甜瓜,对外制种,2023/9/18
酒泉东方种子有限公司,西瓜,对外制种,2023/9/18
酒泉东方种子有限公司,菜豆,对外制种,2023/9/18
酒泉东方种子有限公司,菜豆,对外制种,2023/9/18
酒泉东方种子有限公司,番茄,对外制种,2023/9/18
酒泉东方种子有限公司,甜椒,对外制种,2023/9/18
酒泉东方种子有限公司,莴苣,对外制种,2023/9/18
酒泉东方种子有限公司,番茄,对外制种,2023/9/20
酒泉东方种子有限公司,黄瓜,对外制种,2023/9/20
酒泉东方种子有限公司,茄子,对外制种,2023/9/20
酒泉东方种子有限公司,甜椒,对外制种,2023/9/20
酒泉东方种子有限公司,南瓜,对外制种,2023/9/18
酒泉东方种子有限公司,西葫芦,对外制种,2023/9/18
酒泉东方种子有限公司,甜椒,对外制种,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/15
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/15
湖北荃银高科种业有限公司,稻,大田生产,2023/9/15
湖北荃银高科种业有限公司,稻,大田生产,2023/9/15
湖北荃银高科种业有限公司,杂交稻,大田生产,2023/9/15
湖北荃银高科种业有限公司,杂交稻,大田生产,2023/9/15
四川禾嘉种业有限公司,稻,大田生产,2023/9/15
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/15
四川禾嘉种业有限公司,稻,大田生产,2023/9/15
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/15
四川禾嘉种业有限公司,稻,大田生产,2023/9/15
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/15
四川禾嘉种业有限公司,稻,大田生产,2023/9/15
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/15
四川禾嘉种业有限公司,稻,大田生产,2023/9/15
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/15
酒泉东方种子有限公司,莴苣,对外制种,2023/9/18
酒泉东方种子有限公司,滨紫草,对外制种,2023/9/18
酒泉东方种子有限公司,旱金莲,对外制种,2023/9/18
酒泉东方种子有限公司,辣蓼,对外制种,2023/9/18
酒泉东方种子有限公司,琉璃苣,对外制种,2023/9/18
酒泉东方种子有限公司,盐角草,对外制种,2023/9/18
酒泉东方种子有限公司,菜豆,对外制种,2023/9/18
酒泉东方种子有限公司,甜椒,对外制种,2023/9/18
酒泉东方种子有限公司,西葫芦,对外制种,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,杂交稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,稻,大田生产,2023/9/18
四川禾嘉种业有限公司,水稻亲本,大田生产,2023/9/18
四川禾嘉种业有限公司,水稻亲本,大田生产,2023/9/18
新疆惠民种业有限公司,棉花,大田生产,2023/9/18
新疆惠民种业有限公司,棉花种子,大田生产,2023/9/18
福建科力种业有限公司,稻,大田生产,2023/9/18
福建科力种业有限公司,杂交稻,大田生产,2023/9/18
酒泉东方种子有限公司,瓜类,对外制种,2023/9/18
酒泉东方种子有限公司,甜瓜,对外制种,2023/9/18
酒泉东方种子有限公司,观赏草莓,对外制种,2023/9/18
酒泉东方种子有限公司,瓜类,对外制种,2023/9/19
酒泉东方种子有限公司,甜瓜,对外制种,2023/9/19
酒泉东方种子有限公司,花环菊,对外制种,2023/9/20
仲衍种业股份有限公司,大田玉米,大田生产,2023/9/19
仲衍种业股份有限公司,玉米,大田生产,2023/9/19
酒泉东方种子有限公司,萝卜,对外制种,2023/9/19
酒泉东方种子有限公司,苋菜,对外制种,2023/9/19
酒泉东方种子有限公司,紫苏,对外制种,2023/9/19
北大荒垦丰种业股份有限公司,大田玉米,试验,2023/9/19
北大荒垦丰种业股份有限公司,玉米,试验,2023/9/19
酒泉东方种子有限公司,瓜类,对外制种,2023/9/22
酒泉东方种子有限公司,甜瓜,对外制种,2023/9/22
酒泉东方种子有限公司,西葫芦,对外制种,2023/9/22
酒泉东方种子有限公司,矮牵牛 ,对外制种,2023/9/22
酒泉东方种子有限公司,白波菊,对外制种,2023/9/22
酒泉东方种子有限公司,高山紫菀,对外制种,2023/9/22
酒泉东方种子有限公司,耧斗菜,对外制种,2023/9/22
酒泉东方种子有限公司,马利筋,对外制种,2023/9/22
酒泉东方种子有限公司,垂花葱,对外制种,2023/9/22
酒泉东方种子有限公司,刺芹,对外制种,2023/9/22
酒泉东方种子有限公司,飞蓬,对外制种,2023/9/22
酒泉东方种子有限公司,佩兰,对外制种,2023/9/22
酒泉东方种子有限公司,天人菊,对外制种,2023/9/22
酒泉东方种子有限公司,钓钟柳,对外制种,2023/9/22
酒泉东方种子有限公司,堆心菊,对外制种,2023/9/22
酒泉东方种子有限公司,黑心菊,对外制种,2023/9/22
酒泉东方种子有限公司,葵花,对外制种,2023/9/22
酒泉东方种子有限公司,老鹳草,对外制种,2023/9/22
酒泉东方种子有限公司,美洲矾根,对外制种,2023/9/22
酒泉东方种子有限公司,委陵菊,对外制种,2023/9/22
酒泉东方种子有限公司,白花紫露草,对外制种,2023/9/22
酒泉东方种子有限公司,百日草,对外制种,2023/9/22
酒泉东方种子有限公司,斑鸠菊,对外制种,2023/9/22
酒泉东方种子有限公司,腹水草,对外制种,2023/9/22
酒泉东方种子有限公司,美女樱,对外制种,2023/9/22
酒泉东方种子有限公司,钻叶紫菀,对外制种,2023/9/22
酒泉东方种子有限公司,白花菜,对外制种,2023/9/23
酒泉东方种子有限公司,大白菜,对外制种,2023/9/23
酒泉东方种子有限公司,芥蓝,对外制种,2023/9/23
酒泉东方种子有限公司,莴苣,对外制种,2023/9/23
酒泉东方种子有限公司,菠菜,对外制种,2023/9/23
酒泉东方种子有限公司,菜心,对外制种,2023/9/23
酒泉东方种子有限公司,芥菜,对外制种,2023/9/23
酒泉东方种子有限公司,萝卜,对外制种,2023/9/23
酒泉东方种子有限公司,豌豆,对外制种,2023/9/23
酒泉东方种子有限公司,西葫芦,对外制种,2023/9/23
酒泉东方种子有限公司,向日葵,对外制种,2023/9/23
酒泉东方种子有限公司,大白菜,对外制种,2023/9/23
酒泉东方种子有限公司,番茄,对外制种,2023/9/23
酒泉东方种子有限公司,茼蒿,对外制种,2023/9/23
酒泉东方种子有限公司,莴苣,对外制种,2023/9/23
酒泉东方种子有限公司,百日草,对外制种,2023/9/23
酒泉东方种子有限公司,观赏黄瓜,对外制种,2023/9/23
酒泉东方种子有限公司,黑种草,对外制种,2023/9/23
酒泉东方种子有限公司,金鸡菊,对外制种,2023/9/23
酒泉东方种子有限公司,葵花,对外制种,2023/9/23
酒泉东方种子有限公司,紫茉莉,对外制种,2023/9/23
酒泉东方种子有限公司,波斯菊,对外制种,2023/9/23
酒泉东方种子有限公司,翠菊 ,对外制种,2023/9/23
酒泉东方种子有限公司,大阿米芹,对外制种,2023/9/23
酒泉东方种子有限公司,金鱼草,对外制种,2023/9/23
酒泉东方种子有限公司,葵花,对外制种,2023/9/23
袁氏种业高科技有限公司,稻,试验,2023/9/27
袁氏种业高科技有限公司,稻,试验,2023/9/27
袁氏种业高科技有限公司,稻,试验,2023/9/27
袁氏种业高科技有限公司,稻,试验,2023/9/27
袁氏种业高科技有限公司,稻,试验,2023/9/27
袁氏种业高科技有限公司,水稻亲本,试验,2023/9/27
袁氏种业高科技有限公司,水稻亲本,试验,2023/9/27
袁氏种业高科技有限公司,水稻亲本,试验,2023/9/27
袁氏种业高科技有限公司,水稻亲本,试验,2023/9/27
袁氏种业高科技有限公司,水稻亲本,试验,2023/9/27
袁氏种业高科技有限公司,糯玉米,大田生产,2023/9/27
袁氏种业高科技有限公司,玉米,大田生产,2023/9/27
北大荒垦丰种业股份有限公司,常规稻,试验,2023/9/28
北大荒垦丰种业股份有限公司,常规稻,试验,2023/9/28
北大荒垦丰种业股份有限公司,稻,试验,2023/9/28
北大荒垦丰种业股份有限公司,稻,试验,2023/9/28
酒泉东方种子有限公司,翠雀,对外制种,2023/10/7
新疆惠民种业有限公司,棉花,大田生产,2023/10/7
新疆惠民种业有限公司,棉花种子,大田生产,2023/10/7
酒泉东方种子有限公司,番茄,对外制种,2023/10/8
酒泉东方种子有限公司,莴苣,对外制种,2023/10/8
酒泉东方种子有限公司,菜豆,对外制种,2023/10/8
酒泉东方种子有限公司,阿米芹,对外制种,2023/10/8
酒泉东方种子有限公司,翠菊 ,对外制种,2023/10/8
酒泉东方种子有限公司,高山紫菀,对外制种,2023/10/8
酒泉东方种子有限公司,耧斗菜,对外制种,2023/10/8
酒泉东方种子有限公司,矢车菊,对外制种,2023/10/8
酒泉东方种子有限公司,蜀葵,对外制种,2023/10/8
酒泉东方种子有限公司,波斯菊,对外制种,2023/10/8
酒泉东方种子有限公司,大丽花,对外制种,2023/10/8
酒泉东方种子有限公司,观赏草莓,对外制种,2023/10/8
酒泉东方种子有限公司,琉璃飞燕草,对外制种,2023/10/8
酒泉东方种子有限公司,黑心菊,对外制种,2023/10/8
酒泉东方种子有限公司,蜡菊,对外制种,2023/10/8
酒泉东方种子有限公司,兔子尾巴草,对外制种,2023/10/8
酒泉东方种子有限公司,香豌豆,对外制种,2023/10/8
酒泉东方种子有限公司,向日葵,对外制种,2023/10/8
酒泉东方种子有限公司,羽扇豆,对外制种,2023/10/8
酒泉东方种子有限公司,紫盆花,对外制种,2023/10/8
酒泉东方种子有限公司,甜椒,对外制种,2023/10/9
酒泉东方种子有限公司,百日草,对外制种,2023/10/9
酒泉东方种子有限公司,旱金莲,对外制种,2023/10/9
酒泉东方种子有限公司,美女樱,对外制种,2023/10/9
酒泉东方种子有限公司,万寿菊 ,对外制种,2023/10/9
酒泉东方种子有限公司,莴苣,对外制种,2023/10/9
武汉国英种业有限责任公司,稻,大田生产,2023/10/9
武汉国英种业有限责任公司,杂交稻,大田生产,2023/10/9
湖北谷神科技有限责任公司,稻,大田生产,2023/10/9
湖北谷神科技有限责任公司,稻,大田生产,2023/10/9
湖北谷神科技有限责任公司,杂交稻,大田生产,2023/10/9
湖北谷神科技有限责任公司,杂交稻,大田生产,2023/10/9
酒泉东方种子有限公司,菠菜,对外制种,2023/10/9
酒泉东方种子有限公司,甜椒,对外制种,2023/10/9
酒泉东方种子有限公司,菜豆,对外制种,2023/10/9
酒泉东方种子有限公司,番茄,对外制种,2023/10/9
酒泉东方种子有限公司,豌豆,对外制种,2023/10/9
酒泉东方种子有限公司,莴苣,对外制种,2023/10/9
袁隆平农业高科技股份有限公司,稻,试验,2023/10/12
袁隆平农业高科技股份有限公司,杂交稻,试验,2023/10/12
广西万川种业有限公司,瓠瓜,大田生产,2023/10/12
广西万川种业有限公司,节瓜,大田生产,2023/10/12
广西万川种业有限公司,苦瓜,大田生产,2023/10/12
广西万川种业有限公司,南瓜,大田生产,2023/10/12
广西万川种业有限公司,茄子,大田生产,2023/10/12
袁氏种业高科技有限公司,稻,大田生产,2023/10/13
袁氏种业高科技有限公司,杂交稻,大田生产,2023/10/13
北大荒垦丰种业股份有限公司,常规稻,试验,2023/10/16
北大荒垦丰种业股份有限公司,稻,试验,2023/10/16
重庆中一种业有限公司,稻,大田生产,2023/10/16
重庆中一种业有限公司,稻,大田生产,2023/10/16
重庆中一种业有限公司,杂交稻,大田生产,2023/10/16
重庆中一种业有限公司,杂交稻,大田生产,2023/10/16
重庆中一种业有限公司,稻,大田生产,2023/10/16
重庆中一种业有限公司,稻,大田生产,2023/10/16
重庆中一种业有限公司,杂交稻,大田生产,2023/10/16
重庆中一种业有限公司,杂交稻,大田生产,2023/10/16
重庆中一种业有限公司,稻,大田生产,2023/10/16
重庆中一种业有限公司,稻,大田生产,2023/10/16
重庆中一种业有限公司,杂交稻,大田生产,2023/10/16
重庆中一种业有限公司,杂交稻,大田生产,2023/10/16
重庆中一种业有限公司,大田玉米,大田生产,2023/10/16
重庆中一种业有限公司,玉米,大田生产,2023/10/16
袁氏种业高科技有限公司,稻,试验,2023/10/18
袁氏种业高科技有限公司,杂交稻,试验,2023/10/18
广东金作农业科技有限公司,糯玉米,大田生产,2023/10/19
广东金作农业科技有限公司,玉米,大田生产,2023/10/19
西科农业集团股份有限公司,稻,大田生产,2023/10/20
西科农业集团股份有限公司,杂交稻,大田生产,2023/10/20
仲衍种业股份有限公司,稻,大田生产,2023/10/23
仲衍种业股份有限公司,稻,大田生产,2023/10/23
仲衍种业股份有限公司,稻,大田生产,2023/10/23
仲衍种业股份有限公司,杂交稻,大田生产,2023/10/23
仲衍种业股份有限公司,杂交稻,大田生产,2023/10/23
仲衍种业股份有限公司,杂交稻,大田生产,2023/10/23
酒泉东方种子有限公司,瓜类,对外制种,2023/10/23
酒泉东方种子有限公司,甜瓜,对外制种,2023/10/23
北大荒垦丰种业股份有限公司,大田玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,大田玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,大田玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,大田玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,大田玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,玉米,试验,2023/10/26
北大荒垦丰种业股份有限公司,玉米,试验,2023/10/26
武汉佳禾生物科技有限责任公司,稻,大田生产,2023/10/26
武汉佳禾生物科技有限责任公司,杂交稻,大田生产,2023/10/26
安徽丰大种业股份有限公司,稻,大田生产,2023/10/27
安徽丰大种业股份有限公司,杂交稻,大田生产,2023/10/27
安徽丰大种业股份有限公司,大田玉米,大田生产,2023/10/27
安徽丰大种业股份有限公司,玉米,大田生产,2023/10/27
辽宁东亚农业发展有限公司,辣椒,大田生产,2023/10/31
辽宁东亚农业发展有限公司,萝卜,大田生产,2023/10/27
张掖市福瑞兴种苗有限责任公司,番茄,对外制种,2023/10/28
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/11/13
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/11/13
酒泉东方种子有限公司,金槌花,对外制种,2023/10/28
酒泉东方种子有限公司,沙蓝刺头,对外制种,2023/10/28
酒泉市欣苑农业有限责任公司,向日葵,对外制种,2023/10/29
纽内姆（北京）种子有限公司,瓜类,对外制种,2023/10/30
纽内姆（北京）种子有限公司,瓜类,对外制种,2023/10/30
纽内姆（北京）种子有限公司,甜瓜,对外制种,2023/10/30
纽内姆（北京）种子有限公司,西瓜,对外制种,2023/10/30
纽内姆（北京）种子有限公司,瓜类,对外制种,2023/10/30
纽内姆（北京）种子有限公司,瓜类,对外制种,2023/10/30
纽内姆（北京）种子有限公司,甜瓜,对外制种,2023/10/30
纽内姆（北京）种子有限公司,西瓜,对外制种,2023/10/30
纽内姆（北京）种子有限公司,番茄,对外制种,2023/10/30
纽内姆（北京）种子有限公司,黄瓜,对外制种,2023/10/30
纽内姆（北京）种子有限公司,辣椒,对外制种,2023/10/30
纽内姆（北京）种子有限公司,西葫芦,对外制种,2023/10/30
纽内姆（北京）种子有限公司,番茄,对外制种,2023/10/30
纽内姆（北京）种子有限公司,黄瓜,对外制种,2023/10/30
安徽省创富种业有限公司,稻,大田生产,2023/10/30
安徽省创富种业有限公司,稻,大田生产,2023/10/30
安徽省创富种业有限公司,水稻亲本,大田生产,2023/10/30
安徽省创富种业有限公司,杂交稻,大田生产,2023/10/30
纽内姆（北京）种子有限公司,番茄,对外制种,2023/10/30
纽内姆（北京）种子有限公司,辣椒,对外制种,2023/10/30
纽内姆（北京）种子有限公司,瓜类,对外制种,2023/10/30
纽内姆（北京）种子有限公司,瓜类,对外制种,2023/10/30
纽内姆（北京）种子有限公司,甜瓜,对外制种,2023/10/30
纽内姆（北京）种子有限公司,西瓜,对外制种,2023/10/30
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/10/30
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/10/30
酒泉市华美种子有限责任公司,茄子,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜椒,大田生产,2023/10/30
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,萝卜,对外制种,2023/10/31
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
张掖市福瑞兴种苗有限责任公司,西葫芦,对外制种,2023/10/30
张掖市福瑞兴种苗有限责任公司,番茄,对外制种,2023/10/30
仲衍种业股份有限公司,稻,大田生产,2023/10/30
仲衍种业股份有限公司,稻,大田生产,2023/10/30
仲衍种业股份有限公司,水稻亲本,大田生产,2023/10/30
仲衍种业股份有限公司,水稻亲本,大田生产,2023/10/30
酒泉市华美种子有限责任公司,瓜类,大田生产,2023/10/30
酒泉市华美种子有限责任公司,瓜类,大田生产,2023/10/30
酒泉市华美种子有限责任公司,瓜类,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜瓜,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西瓜,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西瓜,大田生产,2023/10/30
酒泉东方种子有限公司,莴苣,对外制种,2023/10/30
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/11/1
酒泉市华美种子有限责任公司,茄子,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/10/31
辽宁东亚农业发展有限公司,辣椒,对外制种,2023/10/31
辽宁东亚农业发展有限公司,番茄,对外制种,2023/10/30
酒泉市华美种子有限责任公司,甜玉米,大田生产,2023/10/30
酒泉市华美种子有限责任公司,玉米,大田生产,2023/10/30
辽宁东亚农业发展有限公司,越瓜和菜瓜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,越瓜和菜瓜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,黄瓜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,黄瓜,对外制种,2023/10/31
辽宁东亚农业发展有限公司,黄瓜,对外制种,2023/10/31
酒泉市华美种子有限责任公司,甜玉米,大田生产,2023/10/30
酒泉市华美种子有限责任公司,玉米,大田生产,2023/10/30
酒泉东方种子有限公司,观赏草莓,对外制种,2023/10/30
辽宁东亚农业发展有限公司,豌豆,对外制种,2023/10/31
辽宁东亚农业发展有限公司,豌豆,对外制种,2023/10/31
安徽隆平高科（新桥）种业有限公司,稻,大田生产,2023/10/30
安徽隆平高科（新桥）种业有限公司,杂交稻,大田生产,2023/10/30
四川金安特农业股份有限公司,稻,大田生产,2023/10/30
四川金安特农业股份有限公司,杂交稻,大田生产,2023/10/30
酒泉市华美种子有限责任公司,黄瓜,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,甜玉米,大田生产,2023/10/30
酒泉市华美种子有限责任公司,玉米,大田生产,2023/10/30
张掖市福瑞兴种苗有限责任公司,番茄,对外制种,2023/10/30
张掖市福瑞兴种苗有限责任公司,辣椒,对外制种,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,南瓜,大田生产,2023/10/30
盈江县原种场种业有限公司,常规稻,大田生产,2023/10/30
盈江县原种场种业有限公司,常规稻,大田生产,2023/10/30
盈江县原种场种业有限公司,常规稻,大田生产,2023/10/30
盈江县原种场种业有限公司,稻,大田生产,2023/10/30
盈江县原种场种业有限公司,稻,大田生产,2023/10/30
盈江县原种场种业有限公司,稻,大田生产,2023/10/30
杭州宇之助生物科技有限公司,波状补血草,对外制种,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
张掖市瑞真种业有限公司,花椰菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,花椰菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,芥蓝,对外制种,2023/10/30
张掖市瑞真种业有限公司,芥蓝,对外制种,2023/10/30
张掖市瑞真种业有限公司,小白菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,小白菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,小白菜,对外制种,2023/10/30
张掖市瑞真种业有限公司,小白菜,对外制种,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,辣椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,辣椒,大田生产,2023/10/30
酒泉市华美种子有限责任公司,西葫芦,大田生产,2023/10/30
酒泉市华美种子有限责任公司,番茄,大田生产,2023/10/30
酒泉市华美种子有限责任公司,茄子,大田生产,2023/10/30
